participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.nudge_message,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.Gaiko,player.Kyocho,player.Kinben,player.Shinkei,player.Kaiho,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
59,rv9s5crk,x50082,0,9,9,finish,FinishPage,2025-10-24 05:01:03.562648,1,,,0.0,59,,0.0,誠実な回答は、より正確で役立つ結果を生み出します。あなたの正直な声が、より良い未来を築く力になります。ご協力よろしくお願いします。,0,3,2,4,2,4,4,6,5,5,4,4,5,4,5,4,,,,,,3,4,2,3,2,3,3,3,2,3,2,3,2,3,2,4,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
60,1u50ghdf,x50069,0,9,9,finish,FinishPage,2025-10-24 05:01:03.895663,1,,,0.0,60,,0.0,あなたの誠実な回答は、調査結果の質を高め、より意義のある決定に貢献します。正直な意見をお寄せください。ありがとうございます。,0,4,1,1,0,2,3,3,5,4,5,5,5,5,5,3,,,,,,2,3,3,3,4,3,4,4,4,4,3,3,4,3,3,4,4,10,5,24,27,30,1,1,yhm6s5w5,,,,,0
61,vlishvqa,x50060,0,9,9,finish,FinishPage,2025-10-24 05:01:03.745603,1,,,0.0,61,,0.0,「あなたの正直な回答が、私たちのより良い社会作りに不可欠です。データは匿名で保護されます。誠実な回答を心よりお願い申し上げます。」,0,4,2,4,0,3,2,4,6,5,5,4,5,5,4,5,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
62,dm7mcahh,x50076,0,9,9,finish,FinishPage,2025-10-24 05:01:04.208691,1,,,0.0,62,,0.0,あなたの誠実な回答は、私たちがより良いサービスを提供するために不可欠です。あなたの意見が未来を形作ります。どうぞ正直にご回答ください。,0,5,4,4,0,6,1,5,1,5,2,5,5,1,7,3,,,,,,1,1,1,1,1,1,2,4,2,2,1,1,4,4,2,1,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
63,b1easbik,x50075,0,9,9,finish,FinishPage,2025-10-24 05:01:06.301347,1,,,0.0,63,,0.0,あなたの誠実な回答が、よりよいサービス向上につながります。正直で率直なフィードバックを共有することで、みんながより良く生きる手助けができます。,0,6,2,1,2,6,2,5,4,3,5,6,5,4,4,4,,,,,,1,4,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,27,1,1,yhm6s5w5,,,,,0
64,5qqtwpjl,x50062,0,9,9,finish,FinishPage,2025-10-24 05:01:06.371623,1,,,0.0,64,,0.0,あなたの率直な意見がこの調査の成功を左右します。正直な回答は、より正確で有益な結果を生み出します。協力してくださることを信じています。,1,6,4,1,2,5,1,7,3,5,3,6,5,1,5,2,,,,,,2,1,1,1,2,1,2,2,2,3,4,2,4,2,3,1,2,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
65,2u6u0oxu,x50079,0,9,9,finish,FinishPage,2025-10-24 05:01:06.425090,1,,,0.0,65,,0.0,あなたの誠実な回答は、重要な意思決定に貢献します。一人ひとりの正直さが、信頼性の高いデータを作り、より良い未来を拓く力となります。,0,4,7,1,0,2,2,1,4,4,5,4,5,6,5,4,,,,,,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
66,zsky9q1t,x50044,0,9,9,finish,FinishPage,2025-10-24 05:01:07.002787,1,,,0.0,66,,0.0,あなたの誠実な回答が調査の信頼性を高めます。データは社会に重要な役割を果たしますので、正直な回答でご協力をお願いいたします。,1,4,7,5,0,7,1,7,1,7,1,7,5,1,7,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
67,e5v0g4qj,x50083,0,9,9,finish,FinishPage,2025-10-24 05:01:08.213315,1,,,0.0,67,,0.0,こんにちは！あなたの率直な回答が重要です。正直なフィードバックは、より良いサービスとサポートを提供するために役立ちます。共に改善へ向かう一歩を踏み出しましょう。,0,4,4,1,0,2,3,1,6,4,6,3,5,7,3,5,,,,,,2,2,2,3,2,2,2,3,2,2,2,2,4,2,2,3,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
68,bhlqkl2d,x50036,0,9,9,finish,FinishPage,2025-10-24 05:01:08.491334,1,,,0.0,68,,0.0,「あなたの誠実な回答は、価値あるデータとして社会に役立ちます。みんなの未来をつくるため、正直な回答をお願いします。」,1,5,2,4,0,3,3,3,6,4,4,2,5,5,4,6,,,,,,1,1,1,1,1,1,1,1,4,2,2,2,4,1,1,2,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
69,90o9ntws,x50086,0,9,9,finish,FinishPage,2025-10-24 05:01:08.400282,1,,,0.0,69,,0.0,「あなたの正直な回答が、より良い研究の礎となります。他の多くの参加者も誠実に答えています。ご協力いただけると幸いです。」,1,4,2,4,2,1,3,2,6,5,6,5,5,6,3,7,,,,,,2,2,2,2,3,3,3,2,4,4,2,3,4,2,3,3,3,5,5,12,27,30,1,1,yhm6s5w5,,,,,0
70,ihg23zaa,x50085,0,9,9,finish,FinishPage,2025-10-24 05:01:10.449112,1,,,0.0,70,,0.0,ご回答は、結果の正確さに直結します。正直な回答が、この調査の価値を最大化し、より良い社会の実現に貢献します。ご協力をお願いいたします。,0,4,6,5,0,4,4,5,5,5,4,6,5,2,4,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,50,5,47,27,29,1,1,yhm6s5w5,,,,,0
71,kc5xseri,x50088,0,9,9,finish,FinishPage,2025-10-24 05:01:14.405596,1,,,0.0,71,,0.0,あなたの正直な回答が、より良い未来を築く力となります。信頼の輪を広げ、貢献できる喜びを感じるためにも、ありのままを教えてください。,0,2,5,1,0,2,4,2,2,3,3,3,5,3,4,3,,,,,,3,3,3,3,3,3,3,1,3,3,3,3,4,1,3,3,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
72,ncl027x2,x50093,0,9,9,finish,FinishPage,2025-10-24 05:01:18.655635,1,,,0.0,72,,0.0,「ご協力ありがとうございます！皆様の率直な回答が調査の質を高めます。他の回答者も同様に正直な意見を共有しています。」,1,3,5,1,2,6,4,4,4,4,4,6,5,4,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,10,10000,96,27,30,1,1,yhm6s5w5,,,,,0
73,rx2o8r9r,x50094,0,9,9,finish,FinishPage,2025-10-24 05:01:20.160251,1,,,0.0,73,,0.0,あなたの回答は、調査結果の信頼性を左右します。正直な回答がより正確な結果を生み、より良い意思決定に役立ちます。ご協力をお願いします。,1,3,3,3,2,2,3,5,6,2,6,6,5,3,4,5,,,,,,2,2,1,3,2,2,2,1,3,3,2,2,4,1,3,3,3,10,20,20,27,29,1,1,yhm6s5w5,,,,,0
74,ftaeo7dq,x50019,0,9,9,finish,FinishPage,2025-10-24 05:01:22.177431,1,,,0.0,74,,0.0,あなたの回答は、我々の研究やサービス向上のために重要なものです。正直な回答をお願いします。あなたの真摯な協力で、より良い未来を共に築きましょう。,1,3,2,3,2,3,2,4,5,5,5,5,5,2,5,5,,,,,,2,2,2,3,2,2,2,2,2,2,2,2,4,3,2,2,3,5,100,24,27,29,1,1,yhm6s5w5,,,,,0
75,9aqtlmgr,x50074,0,9,9,finish,FinishPage,2025-10-24 05:01:25.651656,1,,,0.0,75,,0.0,あなたの正直な回答がこのアンケートの信頼性を高め、より良い結果をもたらします。ご協力に感謝し、未来の改善に一緒に貢献しましょう。,1,4,2,4,2,4,4,5,4,3,4,4,4,3,4,4,,,,,,1,1,1,1,1,3,3,2,2,2,2,3,4,3,3,3,3,10,5,5,27,30,1,1,yhm6s5w5,,,,,0
76,rbtpjbuc,x50090,0,9,9,finish,FinishPage,2025-10-24 05:01:28.361579,1,,,0.0,76,,0.0,ご協力ありがとうございます。正直な回答が、より良いサービスにつながります。みなさまの誠実なフィードバックが、私たちの改善の鍵です。,1,2,2,4,2,5,3,4,4,5,5,5,5,5,4,3,,,,,,3,3,2,3,3,3,3,2,3,4,2,3,4,2,2,3,3,10,5,24,27,29,1,1,yhm6s5w5,,,,,0
77,65blr5v1,x50095,0,9,9,finish,FinishPage,2025-10-24 05:01:29.619657,1,,,0.0,77,,0.0,あなたの回答はより良い決定を形作ります。正直に答えることで、皆で共に改善を進める力強い手助けとなります。誠実なご協力をお願いします。,0,3,2,1,0,4,5,4,3,7,1,4,5,1,4,1,,,,,,1,3,1,1,3,3,3,1,4,4,3,2,4,1,1,3,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
78,fk52ox1u,x50098,0,9,9,finish,FinishPage,2025-10-24 05:01:29.671613,1,,,0.0,78,,0.0,あなたの誠実な回答は、調査の質を高め、より良い結果を生む鍵です。正直な意見を共有することで、皆さんにもメリットが返ってきます。ありがとうございます。,0,5,2,4,2,2,5,3,6,2,5,3,5,6,2,6,,,,,,2,2,2,3,3,3,2,2,4,4,2,2,4,2,3,4,4,10,5,47,27,29,1,1,yhm6s5w5,,,,,0
79,cw1rv5v7,x50092,0,9,9,finish,FinishPage,2025-10-24 05:01:31.929862,1,,,0.0,79,,0.0,このアンケートの正確な集計は、より良いサービス提供に繋がります。ご協力に心より感謝し、誠実なご回答をお願い申し上げます。,0,5,4,1,2,2,5,3,5,3,2,3,5,3,3,5,,,,,,1,2,2,2,1,1,1,2,2,2,1,2,4,3,1,2,1,10,100,24,27,31,1,1,yhm6s5w5,,,,,0
80,l7n1d9n1,x50101,0,9,9,finish,FinishPage,2025-10-24 05:01:33.362787,1,,,0.0,80,,0.0,ご回答は、社会貢献や意思決定に大きな影響を与えます。正直な答えが、より良い未来を築く大切な一歩になることをお忘れなく。,0,3,3,1,0,2,3,1,6,4,4,1,5,7,5,4,,,,,,2,1,2,2,1,2,2,2,3,1,2,1,4,1,2,2,2,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
81,3ckg8xsc,x50097,0,9,9,finish,FinishPage,2025-10-24 05:01:34.353881,1,,,0.0,81,,0.0,「あなたの正直な回答は、より良いサービス向上に役立ちます。ご協力いただくことで、皆さんの声が反映される社会を共に築きましょう。」,1,6,2,5,2,4,3,5,4,5,3,4,5,4,5,5,,,,,,3,2,2,3,3,3,3,2,4,4,3,3,4,4,4,5,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
82,bqninlpq,x50080,0,9,9,finish,FinishPage,2025-10-24 05:01:35.946470,1,,,0.0,82,,0.0,ご協力ありがとうございます。誠実な回答は、より正確な結果を導きます。正直な声が未来を創りますので、ぜひ率直にご意見をお伝えください。,1,3,7,0,1,1,6,2,7,1,7,2,5,5,1,7,,,,,,4,3,4,5,5,5,4,4,4,5,5,3,4,4,4,5,5,50,5,38,27,31,1,1,yhm6s5w5,,,,,0
83,9sxd5864,x50099,0,9,9,finish,FinishPage,2025-10-24 05:01:36.035845,1,,,0.0,83,,0.0,ご協力に感謝します！あなたの誠実な回答は、社会に役立つ貴重なデータとなります。嘘偽りなくお答えいただけるようお願いいたします。,0,4,3,2,2,4,2,4,3,3,3,4,3,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,10,5,47,22,30,1,1,yhm6s5w5,,,,,0
84,o21464a3,x50103,0,9,9,finish,FinishPage,2025-10-24 05:01:36.524583,1,,,0.0,84,,0.0,あなたの声が社会を動かします。回答の正確さが、より良い未来の設計図に。正直な意見をお寄せいただくことで、信頼性の高いデータを共に創り上げましょう。,0,4,1,4,2,2,3,1,6,5,5,5,5,7,5,7,,,,,,2,3,4,2,3,1,2,4,4,4,4,2,4,3,4,2,2,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
85,lt9wqnjr,x50102,0,9,9,finish,FinishPage,2025-10-24 05:01:38.078783,1,,,0.0,85,,0.0,ご協力ありがとうございます。正直な回答は、より良いサービス提供の鍵です。あなたの意見が未来を形作ります。信頼できるデータを一緒に築きましょう。,0,3,7,4,0,3,4,4,5,4,6,5,5,5,6,5,,,,,,1,3,1,3,3,3,3,1,3,3,1,1,4,3,3,3,3,20,5,1,5,16,1,1,yhm6s5w5,,,,,0
86,spaxgqnh,x50087,0,9,9,finish,FinishPage,2025-10-24 05:01:38.417622,1,,,0.0,86,,0.0,あなたの誠実な回答が、データの価値を高め、より良いサービスや製品を生み出します。あなたの意見は貴重です。ぜひ、正直にご協力ください。,1,2,3,4,2,2,2,5,6,2,6,5,5,2,3,5,,,,,,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,10,100,24,2729,29,1,1,yhm6s5w5,,,,,0
87,0qs015e7,x50104,0,9,9,finish,FinishPage,2025-10-24 05:01:41.838974,1,,,0.0,87,,0.0,私たちの決定は皆さんの誠実な回答に基づいています。共により良い未来を築くため、真実の声をお聞かせください。ご協力感謝します。,1,4,7,4,2,1,1,6,4,2,6,5,5,1,6,6,,,,,,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
88,2bxlheka,x50105,0,9,9,finish,FinishPage,2025-10-24 05:01:44.447079,1,,,0.0,88,,0.0,あなたの誠実な回答は、調査結果の精度を高める一助となります。多くの人々に役立つ正確な情報の提供にご協力をお願いします。,1,1,2,1,0,4,4,4,4,4,4,4,5,4,4,2,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,10,5,47,27,30,1,1,yhm6s5w5,,,,,0
89,hql02qpi,x50106,0,9,9,finish,FinishPage,2025-10-24 05:01:45.961044,1,,,0.0,89,,0.0,「あなたの正直な回答が、より良い成果につながります。すべての回答が大切ですので、誠実な意見をお聞かせください。」,0,3,1,1,2,1,1,1,1,1,5,4,5,6,5,5,,,,,,4,2,4,2,3,4,3,2,3,5,3,4,4,2,4,3,3,10,5,59,10,30,1,1,yhm6s5w5,,,,,0
90,ou1lptu5,x50100,0,9,9,finish,FinishPage,2025-10-24 05:01:46.596436,1,,,0.0,90,,0.0,「あなたの正直な回答は、より良いサービス向上に直結します。すべての回答が大切ですので、誠実なご意見をお待ちしております。」,0,2,2,4,2,6,4,4,5,3,5,3,5,5,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,24,27,30,1,1,yhm6s5w5,,,,,0
91,kxe7v5cv,x50096,0,1,9,introduction,IntroductionPage,2025-10-24 05:01:51.113170,1,,,0.0,91,,0.0,アンケート調査では設問と関係のない回答や設問をよく読まない不真面目な回答が問題となっております。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,yhm6s5w5,,,,,0
92,sim9kt8d,x50110,0,1,9,introduction,IntroductionPage,2025-10-24 05:01:54.201452,1,,,0.0,92,,0.0,アンケート調査では設問と関係のない回答や設問をよく読まない不真面目な回答が問題となっております。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,yhm6s5w5,,,,,0
93,dcbbjvj4,x50111,0,9,9,finish,FinishPage,2025-10-24 05:01:54.519981,1,,,0.0,93,,0.0,あなたの誠実な回答が、より良い未来を築くのに役立ちます。他の信頼される回答者同様、あなたの意見をぜひ本音でお聞かせください。,0,3,4,5,0,2,2,3,5,3,6,3,5,3,5,5,,,,,,1,2,1,1,1,1,1,1,3,3,2,1,4,2,1,2,1,10,100,47,27,30,1,1,yhm6s5w5,,,,,0
94,zb2coxwy,x50109,0,9,9,finish,FinishPage,2025-10-24 05:01:54.361892,1,,,0.0,94,,0.0,このアンケートは皆さんの真実の声に基づいて改善を目指しています。あなたの誠実な回答が、より良い未来への重要な一歩となります。ご協力をお願いします。,1,3,4,4,2,5,1,5,3,1,5,6,5,3,3,1,,,,,,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,10,5,47,27,29,1,1,yhm6s5w5,,,,,0
95,lvplv57b,x50108,0,9,9,finish,FinishPage,2025-10-24 05:01:59.769621,1,,,0.0,95,,0.0,あなたの正直な回答が、より良いサービスの改善に貢献します。皆様の声を大切にし、真実の意見を集めることで、共に未来を築きましょう。,1,5,2,3,0,3,2,3,3,2,4,5,5,3,4,4,,,,,,3,4,1,2,1,1,1,1,3,1,1,2,4,1,1,2,1,10,5,47,27,29,1,1,yhm6s5w5,,,,,0
96,6rwrkqts,x50112,0,9,9,finish,FinishPage,2025-10-24 05:02:00.405007,1,,,0.0,96,,0.0,あなたの回答は、調査の質を高めます。誠実に答えていただければ、より正確な結果をもとに、私たちはより良いサービスを提供することができます。,1,3,7,3,2,2,2,5,6,6,6,6,5,5,5,5,,,,,,1,3,1,2,2,1,2,2,3,3,2,2,4,3,3,2,3,10,100,24,27,29,1,1,yhm6s5w5,,,,,0
97,jxiuilhd,x50115,0,9,9,finish,FinishPage,2025-10-24 05:02:01.562372,1,,,0.0,97,,0.0,ご協力感謝します。あなたの誠実な回答が、より有意義なデータを生み出します。私たちの社会全体の改善に、あなたの一票が大きな力を持っています。,0,5,4,4,2,4,4,5,4,5,4,2,5,6,4,4,,,,,,3,2,3,3,3,3,2,3,3,2,2,3,4,3,3,3,2,10,5,24,4,29,1,1,yhm6s5w5,,,,,0
98,4gxnszzv,x50114,0,9,9,finish,FinishPage,2025-10-24 05:02:02.457336,1,,,0.0,98,,0.0,あなたの声が未来を形作ります。誠実な回答は、より良い決定を導く力になります。一緒に正確なデータを作りましょう。ご協力お願いします。,1,2,7,1,2,1,2,5,6,2,7,4,5,2,3,7,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,29,1,1,yhm6s5w5,,,,,0
99,fvtu5yfx,x50107,0,7,9,using_llm,CrtPage,2025-10-24 05:02:04.044793,1,,,0.0,99,,0.0,あなたの誠実な回答がこの調査の価値を高めます。お一人お一人の真実が重要です。正直な意見をお待ちしています。どうかご協力をお願いいたします。,0,4,3,1,2,3,4,6,5,4,5,5,5,5,4,5,,,,,,2,3,1,2,2,3,3,3,4,4,3,4,4,3,3,4,3,,,,,,1,1,yhm6s5w5,,,,,0
100,0lxjbos7,x50117,0,9,9,finish,FinishPage,2025-10-24 05:02:08.378241,1,,,0.0,100,,0.0,あなたの誠実な回答が、より正確な結果を導き出します。このアンケートの目的は、みなさんの本音を知ることです。ご協力をお願いします。,1,4,3,1,2,1,2,2,6,5,7,6,5,7,6,6,,,,,,4,3,4,3,3,2,4,5,4,5,3,3,4,4,3,4,4,10,20,24,27,30,1,1,yhm6s5w5,,,,,0
101,hdtk9m94,x50118,0,9,9,finish,FinishPage,2025-10-24 05:02:11.467323,1,,,0.0,101,,0.0,ご協力ありがとうございます。あなたの誠実な回答が、調査の信頼性を向上し、みんなの役に立つ素晴らしい結果につながります。正直で思いやりあるご回答をお待ちしています。,0,4,2,1,2,2,2,3,6,2,5,3,5,5,3,7,,,,,,2,2,3,3,2,3,3,4,4,3,3,3,4,3,2,3,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
102,el3bt94h,x50089,0,9,9,finish,FinishPage,2025-10-24 05:02:11.718602,1,,,0.0,102,,0.0,「あなたの誠実な回答がデータの信頼性を高め、より良い社会を築く力となります。真実の一票を大切にお願いします。」,0,5,5,2,0,3,1,4,3,4,3,4,5,3,5,4,,,,,,3,3,2,3,3,2,2,3,4,4,3,3,4,3,3,4,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
103,33o15ahw,x50119,0,9,9,finish,FinishPage,2025-10-24 05:02:17.776207,1,,,0.0,103,,0.0,アンケートへの率直なご回答は、私たちがより良いサービスを提供するための重要な手がかりとなります。皆様の正直なご意見で、一緒に改善を進めましょう。,0,5,1,1,1,4,3,4,3,5,4,5,5,3,4,4,,,,,,2,1,1,2,3,2,2,3,3,3,3,2,4,3,2,3,3,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
104,xrkilw2s,x50037,0,9,9,finish,FinishPage,2025-10-24 05:02:19.445479,1,,,0.0,104,,0.0,あなたの正直な声が重要です。正確な回答が他の回答者にも高く評価され、より良いサービスや環境の創造に役立ちます。共に未来を築きましょう。,1,3,2,3,1,2,2,4,4,2,4,4,5,4,7,4,,,,,,1,3,3,3,3,1,3,1,3,3,1,1,4,1,1,1,1,10,20,24,27,30,1,1,yhm6s5w5,,,,,0
105,qhy2flz6,x50121,0,9,9,finish,FinishPage,2025-10-24 05:02:22.015907,1,,,0.0,105,,0.0,「あなたの正直な答えが、私たちのサービスを向上させます。ご協力に感謝します！」,0,4,6,1,0,4,5,3,5,3,3,3,5,2,5,5,,,,,,4,2,2,3,2,4,3,4,4,2,4,2,2,4,2,2,2,10,20,24,27,30,1,1,yhm6s5w5,,,,,0
106,w2lyjrzt,x50120,0,9,9,finish,FinishPage,2025-10-24 05:02:24.670433,1,,,0.0,106,,0.0,このアンケートはあなたの貴重な意見で社会を前進させます。不正確な回答は分析を困難にし、貢献機会を失うことになります。正直な回答をお願い致します。,1,3,2,4,2,2,2,4,7,5,4,4,5,4,4,5,,,,,,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,2,1,10,100,24,27,31,1,1,yhm6s5w5,,,,,0
107,6b1yxxls,x50124,0,9,9,finish,FinishPage,2025-10-24 05:02:33.039570,1,,,0.0,107,,0.0,ご記入いただく回答は、重要な意思決定に活用されます。誠実なご回答をいただけると、調査の信頼性が向上し、多くの方々に正確な恩恵が届きます。ご協力をお願いいたします。,0,4,2,5,0,4,2,5,3,4,4,5,5,4,5,4,,,,,,1,3,2,3,3,2,1,3,4,2,3,2,4,3,2,3,3,5,5,47,4,30,1,1,yhm6s5w5,,,,,0
108,qkk7vqik,x50126,0,9,9,finish,FinishPage,2025-10-24 05:02:41.660939,1,,,0.0,108,,0.0,あなたの誠実な回答は、私たち全員にとってより良いシステムを構築する力になります。一緒に公正な未来を築きましょう。,0,5,4,4,0,6,1,4,1,4,1,7,5,1,7,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
109,fvay2ejg,x50127,0,9,9,finish,FinishPage,2025-10-24 05:02:43.390389,1,,,0.0,109,,0.0,あなたの誠実な回答が、より良い成果をもたらします。正直な意見を聞かせていただければ、私たちは全体として価値ある改善を行うことができます。ご協力お願いします。,1,6,2,3,0,2,1,4,5,2,6,5,5,4,4,7,,,,,,2,2,1,1,2,1,2,2,3,2,2,1,4,2,3,2,1,10,5,47,27,28,1,1,yhm6s5w5,,,,,0
110,c9l9bt98,x50129,0,9,9,finish,FinishPage,2025-10-24 05:02:44.872063,1,,,0.0,110,,0.0,あなたの回答は、貴重な洞察を提供し、より良い意思決定に役立ちます。誠実な回答を心から感謝し、あなたの意見が私たちの未来を形作ります。,0,5,3,1,2,6,3,4,4,5,2,7,5,2,4,3,,,,,,1,1,1,3,3,1,2,3,3,1,1,1,4,1,1,2,4,10,5,24,27,30,1,1,yhm6s5w5,,,,,0
111,akmt9kxu,x50128,0,9,9,finish,FinishPage,2025-10-24 05:02:48.005958,1,,,0.0,111,,0.0,アンケートへの正直な回答は、より良いサービスの提供につながります。貴重な時間を使うからこそ、本当のお考えをお聞かせください。あなたの声が未来を作ります。,0,3,4,4,2,4,4,4,5,4,5,5,5,3,4,5,,,,,,3,4,4,4,3,3,3,4,3,3,4,3,2,3,3,3,3,10,100,47,27,29,1,1,yhm6s5w5,,,,,0
112,mpx6g1fb,x50123,0,9,9,finish,FinishPage,2025-10-24 05:02:51.032656,1,,,0.0,112,,0.0,「あなたの率直な回答が、より良いサービスの向上につながります。正直な声が集まるほど、私たちは正確な改善が実現できます。ご協力に感謝します。」,0,2,2,4,2,7,2,3,5,2,1,6,5,1,3,3,,,,,,3,4,1,2,1,3,1,2,3,3,3,3,4,2,4,4,3,100,100,24,27,30,1,1,yhm6s5w5,,,,,0
113,pdfhacc1,x50130,0,9,9,finish,FinishPage,2025-10-24 05:02:51.016877,1,,,0.0,113,,0.0,あなたの誠実な回答は、私たちの研究とコミュニティの発展にとても重要です。正直なフィードバックは、より正確で有益な結果をもたらします。ご協力をお願いします。,0,4,2,4,0,3,3,6,5,3,4,5,5,2,4,5,,,,,,4,2,4,4,2,4,2,4,4,4,2,4,4,2,4,4,4,5,5,47,4,29,1,1,yhm6s5w5,,,,,0
114,y2eoiun0,x50125,0,9,9,finish,FinishPage,2025-10-24 05:02:53.315778,1,,,0.0,114,,0.0,あなたの誠実な回答は、この調査の信頼性を高めます。みんなの意見が集まることで、より良い未来を築くことができます。正直な回答を、ぜひお願いします。,1,4,2,1,2,4,5,4,5,4,4,5,4,4,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,400,500,3,2,30,1,1,yhm6s5w5,,,,,0
115,aapyw29i,x50131,0,9,9,finish,FinishPage,2025-10-24 05:02:56.129494,1,,,0.0,115,,0.0,「皆様の正直な回答をお待ちしています。他の参加者も誠実に答えていただいています。統計はその信頼性を守るために、あなたの率直な意見がとても大切です。」,0,4,2,4,0,2,3,5,3,5,6,3,5,2,5,6,,,,,,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,5,5,47,27,29,1,1,yhm6s5w5,,,,,0
116,vd58nqtj,x50133,0,9,9,finish,FinishPage,2025-10-24 05:02:59.855550,1,,,0.0,116,,0.0,あなたの正直な回答が、この調査の信頼性を高め、より良い社会に貢献します。ご協力いただけますか？丁寧なご回答を心よりお願いします。,0,3,2,1,0,3,1,4,3,3,6,6,5,3,5,6,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,4,47,27,29,1,1,yhm6s5w5,,,,,0
117,w2423rye,x50132,0,9,9,finish,FinishPage,2025-10-24 05:03:02.353490,1,,,0.0,117,,0.0,私たちのコミュニティの発展には、あなたの正直な意見が欠かせません。他の回答者も誠実に協力しています。一緒に信頼のあるデータを築きましょう。,0,4,3,4,2,3,3,4,5,2,5,6,5,3,6,4,,,,,,2,2,3,2,1,3,1,3,2,2,1,1,4,2,1,3,1,5,5,24,27,29,1,1,yhm6s5w5,,,,,0
118,6emkylu3,x50134,0,9,9,finish,FinishPage,2025-10-24 05:03:03.792753,1,,,0.0,118,,0.0,皆さまの率直なご意見が、サービス向上の鍵です。全体のためにも、誠実なご回答をお願いします。あなたの声が未来を創ります。,0,3,0,6,0,4,4,4,4,4,4,4,5,4,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,47,4,29,1,1,yhm6s5w5,,,,,0
119,669jhl9g,x50135,0,9,9,finish,FinishPage,2025-10-24 05:03:05.193826,1,,,0.0,119,,0.0,ご協力感謝します。あなたの誠実な回答は私たちの成功に欠かせません。正直な意見は貴重な洞察を提供し、より良い未来を共に創ります。,1,4,4,4,0,7,1,7,1,5,1,6,5,1,7,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,20,27,31,1,1,yhm6s5w5,,,,,0
