participant.id_in_session,participant._index_in_pages,participant.time_started_utc,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,category,DQS_1,DQS_2,DQS_3,Or_DQS,basic,gain_emphasis,loss_aversion,pre_commitment,using_llm
137,8,03:38:00,1,4,2,4,2,5,3,4,3,2,5,3,5,3,3,4,3,4,2,2,2,2,2,1,1,1,1,1,4,1,1,1,1,5,5,47,18,29,basic,0,0,1,1,1,0,0,0,0
138,8,03:40:00,0,3,2,2,2,1,5,1,6,2,2,3,5,6,2,7,1,1,2,1,2,1,1,2,1,2,1,1,4,2,1,1,1,5,5,47,4,31,basic,0,0,1,1,1,0,0,0,0
139,8,03:56:00,0,4,7,4,0,3,4,5,4,5,4,5,5,3,5,3,2,2,2,3,2,2,2,3,4,3,3,3,4,2,3,3,3,5,100,47,27,29,basic,0,0,0,0,1,0,0,0,0
140,8,03:58:00,0,5,2,1,0,5,6,7,6,3,3,3,5,3,2,7,3,2,4,3,4,2,4,4,4,4,3,4,4,4,4,4,3,205,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
141,8,04:05:00,0,3,7,1,2,1,3,7,1,1,3,1,5,1,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,47,8,15,basic,0,1,1,1,1,0,0,0,0
143,8,04:14:00,0,2,4,4,2,5,5,1,6,4,1,6,5,7,3,4,5,3,3,1,5,5,1,2,2,2,3,3,4,2,3,1,1,10,100,96,9,30,basic,0,0,1,1,1,0,0,0,0
144,8,04:18:00,0,3,5,1,2,2,2,3,3,1,5,5,5,5,6,6,3,4,3,3,3,4,3,2,3,4,3,3,4,2,3,4,4,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
145,8,04:18:00,1,3,5,4,2,2,2,4,6,2,5,5,5,5,6,7,3,4,3,3,3,4,2,3,4,3,3,4,4,2,3,4,4,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
146,8,04:19:00,1,3,5,4,2,2,2,4,6,2,7,5,5,5,6,7,3,4,3,3,3,4,4,2,3,3,3,4,4,2,3,4,4,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
149,8,04:31:00,0,5,2,4,0,6,1,5,5,5,3,6,5,3,5,1,3,4,2,4,2,2,3,3,4,4,4,3,4,3,3,3,3,5,100,7,27,29,basic,0,0,0,0,1,0,0,0,0
150,8,04:37:00,1,2,3,1,0,2,2,3,5,3,4,3,5,3,4,6,1,2,2,2,2,1,1,1,2,3,2,2,4,2,1,2,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
151,8,04:40:00,1,1,3,4,2,5,2,4,5,4,3,6,5,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,47,27,29,basic,0,1,0,1,1,0,0,0,0
152,8,04:41:00,0,3,7,1,0,6,1,5,2,5,1,7,5,2,6,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,2,2,5,5,47,4,29,basic,0,0,1,1,1,0,0,0,0
154,8,04:46:00,0,4,6,1,0,2,4,4,5,4,4,3,5,4,4,6,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
155,8,04:51:00,0,1,6,1,2,3,1,2,5,2,2,4,5,5,6,5,1,2,1,2,2,2,1,1,3,2,2,2,4,1,2,3,2,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
156,8,04:54:00,0,2,7,4,0,3,4,3,5,4,3,4,5,5,3,5,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
157,8,04:54:00,1,2,2,4,2,6,2,1,1,6,2,7,3,5,4,1,3,3,3,4,2,2,3,3,3,4,4,4,4,4,3,3,2,10,100,49,27,30,basic,1,0,0,1,1,0,0,0,0
158,8,05:08:00,0,6,2,4,2,4,4,4,3,3,5,4,5,5,4,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,100,48,27,15,basic,0,1,0,1,1,0,0,0,0
159,8,05:09:00,1,3,2,4,2,4,3,3,4,3,4,2,3,4,4,4,2,1,3,3,2,2,3,2,3,3,2,2,4,2,1,2,2,10,47,47,4,29,basic,1,0,1,1,1,0,0,0,0
160,8,05:09:00,0,3,7,4,0,3,2,3,6,4,6,5,5,6,4,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
161,8,05:11:00,1,6,2,4,0,2,2,3,3,5,2,5,5,5,4,3,2,3,1,3,3,2,2,1,4,4,1,2,4,4,3,4,4,195,40,185,27,29,basic,0,0,0,0,1,0,0,0,0
162,8,05:14:00,0,3,3,4,0,1,1,7,6,2,7,6,5,1,7,7,5,5,5,2,2,5,5,1,5,4,5,5,4,1,4,5,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
163,8,05:29:00,0,2,3,4,0,2,4,3,5,4,6,4,5,6,4,4,4,3,4,5,5,4,3,4,3,4,5,5,5,5,4,5,5,10,7,20,7,29,basic,0,1,1,1,1,0,0,0,0
164,8,05:32:00,0,4,6,0,0,4,3,3,4,4,1,5,5,4,3,3,3,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
165,8,05:33:00,0,4,3,4,2,7,1,7,1,7,1,7,5,1,7,1,1,1,1,1,2,1,2,1,2,2,1,1,4,2,1,2,1,10,5,24,27,30,basic,0,0,0,0,1,0,0,0,0
166,8,05:35:00,0,2,2,4,2,4,4,5,6,3,6,4,5,3,3,5,3,4,3,3,3,3,4,3,4,3,3,3,2,3,3,3,2,10,5,49,10,31,basic,0,1,1,1,1,0,0,0,0
167,8,05:40:00,0,4,2,4,0,5,2,4,2,5,4,6,5,4,6,4,2,3,2,3,2,2,3,3,3,4,2,3,4,2,1,3,2,10,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
168,8,05:46:00,0,2,2,4,2,4,4,5,4,3,4,4,5,2,3,4,2,3,2,4,2,2,3,2,1,2,4,3,4,2,4,3,2,10,60,96,7,30,basic,0,0,1,1,1,0,0,0,0
169,8,05:48:00,0,4,2,2,0,1,2,5,5,2,7,5,5,4,3,6,3,4,2,3,2,4,3,3,3,3,4,4,4,3,2,4,3,10,5,24,27,30,basic,0,0,0,0,1,0,0,0,0
170,8,05:49:00,0,3,3,2,0,3,3,4,5,3,2,6,5,3,5,4,1,2,2,4,2,1,2,1,2,2,1,1,4,2,2,4,3,5,5,47,4,29,basic,0,0,1,1,1,0,0,0,0
171,8,06:01:00,1,4,1,2,2,2,2,4,5,2,5,3,3,2,3,6,1,2,1,3,2,1,2,1,3,3,2,2,4,1,2,2,3,10,100,24,27,30,basic,1,0,0,1,1,0,0,0,0
172,8,06:02:00,1,2,4,4,2,2,3,3,3,4,3,2,5,5,5,5,1,2,2,2,1,1,2,2,2,2,2,2,4,2,2,2,1,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
173,8,06:05:00,0,3,2,2,2,3,4,3,5,4,4,5,5,5,4,4,3,3,3,3,3,2,4,4,3,4,3,3,4,3,3,3,3,10,100,24,27,15,basic,0,0,0,0,1,0,0,0,0
174,8,06:05:00,0,2,4,1,0,6,4,2,2,6,3,7,5,6,3,1,3,3,1,1,5,1,4,1,5,4,5,3,4,3,4,5,3,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
175,8,06:05:00,0,4,2,4,1,2,2,3,4,3,6,5,5,6,6,6,3,3,3,2,3,3,2,3,2,3,1,3,4,3,3,3,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
176,8,06:05:00,1,4,2,4,2,3,2,3,2,2,1,3,5,3,6,3,3,4,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
177,8,06:11:00,0,3,4,2,2,3,5,3,5,4,4,2,5,4,1,5,4,1,1,3,4,2,4,1,5,4,4,2,3,4,2,4,3,10,5,24,27,30,basic,0,1,0,1,1,0,0,0,0
178,8,06:17:00,0,6,2,1,2,2,2,3,5,3,3,5,5,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,100,24,27,31,basic,0,0,0,0,1,0,0,0,0
179,8,06:23:00,0,4,3,1,2,5,4,4,6,4,4,5,5,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,11,29,basic,0,0,1,1,1,0,0,0,0
180,8,06:28:00,1,4,0,2,2,2,3,5,4,2,7,5,5,4,5,6,2,2,1,2,3,3,2,1,3,4,2,2,4,1,3,4,2,5,5,12,27,29,basic,0,0,0,0,1,0,0,0,0
181,8,06:34:00,0,4,3,1,0,4,4,4,3,4,2,4,5,4,4,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
182,8,06:40:00,1,5,2,1,2,3,4,4,5,4,4,4,5,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
183,8,06:50:00,1,1,4,4,2,3,1,3,3,6,5,5,5,3,5,2,5,5,5,5,5,2,2,5,2,5,5,5,4,5,5,5,5,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
185,8,07:03:00,1,2,2,1,2,1,1,6,1,1,6,6,5,1,7,7,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
186,8,07:06:00,1,4,2,2,2,2,2,2,6,3,5,4,5,5,3,6,1,3,3,2,2,1,1,3,3,3,2,2,4,2,2,3,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
187,8,07:11:00,0,3,2,4,0,4,3,5,3,5,4,5,5,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
188,8,07:12:00,0,5,0,3,2,5,3,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,4,3,10,20,24,27,29,basic,0,0,0,0,1,0,0,0,0
189,8,07:27:00,2,4,3,3,2,3,3,4,3,5,3,5,5,4,3,5,2,1,1,2,1,2,2,3,3,2,3,2,4,2,3,3,3,10,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
190,8,07:35:00,0,5,2,4,2,5,4,5,5,6,3,7,5,3,4,3,3,4,4,2,4,4,1,4,4,4,3,3,4,4,3,4,4,10,100,24,27,30,basic,0,0,0,0,1,0,0,0,0
191,8,08:05:00,1,6,3,1,2,5,1,6,1,7,3,6,5,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
192,8,08:54:00,1,5,4,3,0,6,2,3,3,3,2,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
193,8,09:12:00,0,3,5,4,0,1,7,7,7,6,5,5,5,3,1,2,4,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
194,8,09:15:00,1,6,5,1,0,5,2,4,4,5,4,5,5,5,5,4,2,2,1,2,2,4,4,3,3,3,3,3,4,3,3,4,2,5,5,47,27,29,basic,0,0,0,0,1,0,0,0,0
195,8,10:13:00,1,4,7,2,0,2,2,2,7,4,5,6,5,7,3,4,2,1,1,2,2,2,3,2,3,3,4,4,4,2,3,4,3,5,5,24,27,31,basic,0,0,0,0,1,0,0,0,0
1,9,00:43:00,0,1,3,4,2,1,4,5,3,3,5,5,5,4,5,5,3,3,3,2,2,4,3,3,3,2,3,3,4,3,3,3,4,5,10,4,6,15,gain_emphasis,0,0,1,1,0,1,0,0,0
2,9,00:43:00,0,4,0,1,0,2,5,1,7,3,5,3,3,7,1,6,2,2,1,2,2,2,4,1,2,2,5,2,4,1,2,4,2,5,5,47,27,29,gain_emphasis,1,0,0,1,0,1,0,0,0
3,9,00:44:00,0,4,4,2,2,4,4,5,6,5,5,5,5,6,3,4,1,2,3,3,2,1,3,3,3,2,2,2,4,3,2,3,2,10,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
4,9,00:44:00,0,4,5,2,2,3,3,3,4,3,3,4,5,6,4,3,1,1,1,1,1,1,1,2,2,3,1,1,4,2,2,2,2,10,25,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
5,9,00:45:00,0,5,4,1,1,3,4,5,5,4,5,5,5,2,3,5,3,2,4,3,2,3,4,3,4,4,2,2,4,4,2,2,4,10,10,96,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
6,9,00:45:00,0,3,2,4,0,1,4,1,7,4,6,2,5,7,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
7,9,00:45:00,1,4,3,4,2,5,1,7,4,5,2,6,5,1,6,3,2,2,1,1,1,1,1,1,2,3,2,1,4,1,2,2,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
8,9,00:46:00,0,4,2,4,2,5,6,3,5,2,4,6,5,5,3,4,3,4,4,4,3,3,3,4,5,4,4,3,4,4,2,4,5,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
9,9,00:46:00,0,1,2,4,0,4,4,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,100,24,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
10,9,00:46:00,0,5,3,4,2,2,2,5,2,3,6,6,5,5,5,6,4,2,4,5,4,2,4,5,5,5,5,4,4,5,4,5,4,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
11,9,00:46:00,0,6,2,4,2,6,1,7,1,2,7,7,5,1,7,1,1,1,1,2,1,1,1,2,3,2,1,2,4,2,2,3,2,10,10,4,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
12,9,00:47:00,0,6,2,1,2,2,3,5,3,6,3,6,5,3,4,2,1,3,1,2,1,2,2,2,2,2,3,2,4,3,2,4,3,10,100,48,27,15,gain_emphasis,0,0,0,0,0,1,0,0,0
13,9,00:47:00,1,4,3,3,0,4,4,3,5,4,3,4,5,5,4,4,2,2,2,2,3,3,2,2,3,2,3,3,4,3,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
14,9,00:47:00,0,5,3,4,0,3,1,6,5,4,6,7,5,2,6,5,4,4,3,4,3,4,4,3,4,4,3,4,4,2,4,4,5,10,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
15,9,00:47:00,0,2,2,4,0,5,1,5,4,3,5,4,5,4,4,5,3,3,3,4,4,4,4,3,3,5,5,5,4,5,3,4,5,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
16,9,00:47:00,0,3,4,4,0,2,3,4,5,3,5,3,5,4,4,4,2,3,2,3,2,3,3,2,3,3,3,3,4,2,2,4,3,5,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
17,9,00:47:00,1,3,1,4,0,3,5,3,5,5,3,3,5,5,3,5,2,3,2,2,2,2,2,1,3,2,2,2,4,2,2,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
18,9,00:48:00,1,2,2,1,0,3,3,4,5,4,4,5,5,2,4,6,2,3,3,2,2,2,2,2,4,4,3,3,4,3,3,3,3,5,5,47,4,29,gain_emphasis,0,0,1,1,0,1,0,0,0
19,9,00:49:00,0,4,3,1,0,2,2,2,5,2,5,2,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
20,9,00:49:00,0,4,4,2,0,2,1,6,6,6,6,4,5,1,5,5,1,3,1,3,3,4,3,1,3,3,4,4,4,1,4,4,2,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
21,9,00:50:00,0,3,4,5,0,4,4,3,6,3,4,4,5,5,3,6,2,2,3,2,2,3,1,3,2,2,2,2,4,2,1,3,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
22,9,00:49:00,0,5,2,1,0,1,1,3,1,1,6,6,5,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
23,9,00:50:00,0,5,2,4,0,5,2,6,2,4,4,6,5,2,6,2,1,1,2,2,2,2,2,3,3,3,2,2,4,3,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
24,9,00:50:00,0,3,3,4,0,1,3,3,6,3,5,5,5,3,2,5,2,2,1,2,3,2,2,1,4,4,2,3,4,2,2,4,3,5,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
25,9,00:50:00,1,5,3,3,2,3,5,2,6,5,3,6,5,5,5,3,1,1,2,3,1,1,2,3,5,4,3,1,4,1,1,4,1,10,100,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
26,9,00:50:00,0,4,2,1,0,2,3,2,6,3,5,3,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,5,47,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
27,9,00:50:00,1,2,4,1,0,6,3,4,6,6,1,5,3,5,4,4,3,2,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,10,5,2304,27,30,gain_emphasis,1,0,0,1,0,1,0,0,0
28,9,00:50:00,0,5,4,4,0,5,3,6,2,4,4,6,5,1,6,2,3,3,3,4,3,4,4,3,5,3,4,3,4,3,4,4,5,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
29,9,00:50:00,1,5,4,2,0,2,1,4,5,4,5,4,5,4,4,6,1,2,4,2,1,2,2,4,4,3,2,2,4,3,2,4,3,50,5,47,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
30,9,00:51:00,0,5,2,4,0,3,2,6,5,5,3,6,5,1,6,3,2,3,2,3,2,2,2,2,4,2,2,2,4,4,2,2,3,5,100,47,27,15,gain_emphasis,0,0,0,0,0,1,0,0,0
31,9,00:51:00,0,2,4,4,1,3,2,2,3,4,4,4,5,3,4,2,4,3,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,10,5,24,12,30,gain_emphasis,0,0,1,1,0,1,0,0,0
32,9,00:51:00,1,4,2,1,0,3,4,4,3,4,3,4,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,10,5,49,27,29,gain_emphasis,0,1,0,1,0,1,0,0,0
33,9,00:51:00,1,3,4,3,2,2,6,3,5,2,6,4,5,5,4,6,4,3,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,10,5,47,3,29,gain_emphasis,0,0,1,1,0,1,0,0,0
34,9,00:52:00,0,4,3,5,0,3,2,5,5,5,3,3,5,3,5,3,1,1,1,1,1,1,1,1,3,2,1,2,4,2,3,2,2,10,20,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
35,9,00:52:00,1,4,3,1,0,3,3,4,6,4,3,5,3,3,4,4,3,3,4,3,2,3,3,4,3,3,3,3,4,4,3,3,3,5,5,47,27,29,gain_emphasis,1,0,0,1,0,1,0,0,0
38,9,00:53:00,1,4,3,1,2,2,5,2,4,2,2,2,5,4,2,7,1,3,3,1,1,1,2,2,3,3,2,3,4,3,3,2,1,5,100,20,15,16,gain_emphasis,0,0,1,1,0,1,0,0,0
39,9,00:53:00,0,4,6,2,0,2,3,2,6,2,6,5,5,6,5,7,2,4,1,3,2,1,2,1,4,2,3,3,4,1,3,4,4,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
40,9,00:54:00,0,4,3,2,2,5,2,6,2,5,3,6,5,1,5,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,3,10,5,7,27,30,gain_emphasis,0,0,0,0,0,1,0,0,0
41,9,00:54:00,0,3,2,4,0,2,2,2,7,6,7,4,5,5,3,6,1,1,1,1,1,1,1,1,3,3,1,1,4,1,1,3,1,205,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
42,9,00:54:00,0,3,3,4,0,2,4,3,6,4,7,4,5,5,3,5,2,3,4,3,2,4,3,1,3,5,4,3,4,2,3,3,4,10,100,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
43,9,00:55:00,0,2,3,3,2,6,3,4,2,4,2,4,5,5,4,4,2,2,2,3,3,3,3,3,4,4,3,2,4,3,3,4,4,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
44,9,00:55:00,1,6,4,2,0,2,4,3,5,3,3,5,5,4,4,4,3,3,2,2,2,2,2,2,2,2,2,4,4,3,2,3,2,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
45,9,00:56:00,0,3,2,4,1,1,1,4,2,1,6,4,5,1,6,6,3,3,1,3,4,3,3,1,3,3,3,3,4,1,3,5,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
46,9,00:56:00,0,3,2,4,2,4,2,6,5,4,6,6,5,2,6,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
47,9,00:57:00,0,4,2,4,2,3,4,4,4,3,4,4,5,3,3,3,2,2,3,2,3,2,2,3,3,3,2,3,4,2,2,2,3,10,100,24,3,31,gain_emphasis,0,0,1,1,0,1,0,0,0
48,9,00:57:00,0,6,3,1,0,6,2,7,6,6,5,6,5,4,5,2,2,4,1,4,2,2,2,3,4,4,2,3,4,2,2,2,4,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
49,9,00:57:00,1,4,4,1,2,4,3,5,5,3,4,4,5,3,6,5,2,3,3,4,4,2,2,3,4,2,2,2,4,2,2,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
50,9,00:58:00,0,2,2,4,0,2,6,1,6,7,4,2,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
52,9,00:58:00,0,6,1,4,0,6,2,5,4,5,3,5,5,3,6,3,3,3,2,3,2,2,2,2,3,2,2,2,4,2,1,3,2,5,547,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
53,9,00:59:00,0,4,3,4,2,4,4,4,4,5,4,4,5,2,4,3,1,3,2,2,2,2,2,2,3,2,2,2,4,3,3,3,3,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
54,9,01:01:00,0,3,7,5,0,2,4,4,5,3,6,5,5,5,5,5,2,2,2,4,2,2,3,2,3,4,3,2,4,2,3,4,4,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
55,9,01:01:00,1,3,2,4,2,3,2,3,4,2,5,5,5,3,4,5,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
56,9,01:01:00,0,4,7,2,0,2,3,4,6,5,5,5,5,5,5,3,3,3,2,4,3,3,2,3,1,3,4,3,4,3,3,3,4,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
57,9,01:01:00,0,5,3,4,0,2,5,2,2,6,5,6,5,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,20,24,30,31,gain_emphasis,0,1,1,1,0,1,0,0,0
58,9,01:01:00,0,4,3,4,0,4,4,3,4,4,4,4,5,4,4,4,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,10,5,6,27,30,gain_emphasis,0,1,0,1,0,1,0,0,0
59,9,01:02:00,1,3,2,1,2,2,1,3,5,3,5,5,5,5,5,6,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,100,24,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
60,9,01:02:00,0,3,2,4,3,6,2,5,2,3,3,5,5,2,5,5,1,1,2,2,1,1,1,2,2,4,1,1,4,2,2,3,2,5,5,47,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
61,9,01:03:00,1,4,7,1,0,1,7,4,6,4,1,1,5,6,1,4,1,5,1,1,1,5,5,1,5,5,5,4,2,1,5,5,1,10,100,12,27,31,gain_emphasis,0,1,0,1,0,1,0,0,0
62,9,01:05:00,0,4,2,4,2,2,2,5,6,1,7,6,5,2,5,6,3,3,3,3,3,2,2,3,4,4,3,3,4,3,2,3,4,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
63,9,01:05:00,1,2,2,1,2,1,1,6,2,2,7,6,5,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
64,9,01:05:00,1,2,3,4,2,2,1,7,5,2,7,6,5,2,6,6,3,5,3,5,5,3,5,4,5,5,4,5,4,4,5,5,5,10,5,24,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
65,9,01:07:00,1,4,3,4,2,4,2,4,3,5,4,2,5,4,4,3,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,2,10,20,6,27,31,gain_emphasis,0,0,0,0,0,1,0,0,0
66,9,01:06:00,0,3,7,4,0,2,2,5,5,6,7,5,5,2,5,1,2,3,3,3,2,1,2,3,4,2,1,2,4,2,3,3,4,205,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
67,9,01:07:00,0,5,6,4,2,3,2,4,5,4,5,6,5,3,4,3,2,2,2,3,3,2,1,2,3,2,1,2,4,2,1,2,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
68,9,01:07:00,0,2,2,4,2,5,5,5,4,4,3,4,5,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
69,9,01:08:00,0,4,2,1,2,3,4,4,3,4,5,5,5,4,4,4,2,3,3,2,4,3,3,3,3,3,3,2,4,3,3,3,3,10,20,24,3,30,gain_emphasis,0,0,1,1,0,1,0,0,0
70,9,01:08:00,1,4,6,4,2,5,2,5,5,5,3,5,5,3,5,4,2,3,2,4,2,2,2,2,3,3,2,3,4,2,3,4,4,5,5,7,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
71,9,01:09:00,0,3,3,2,0,5,1,4,5,3,5,6,5,3,6,5,2,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,10,20,10,4,30,gain_emphasis,0,1,1,1,0,1,0,0,0
72,9,01:09:00,0,3,8,1,2,4,3,4,3,4,4,4,5,4,6,4,2,2,3,3,4,4,3,4,3,4,3,3,3,3,3,2,3,10,5,12,10,29,gain_emphasis,0,1,1,1,0,1,0,0,0
73,9,01:11:00,0,5,6,4,0,3,3,5,3,4,5,5,5,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,29,gain_emphasis,0,0,0,0,0,1,0,0,0
